	04003186.kraken.report_bracken_species	04014599.kraken.report_bracken_species	04018722.kraken.report_bracken_species	04023356.kraken.report_bracken_species	04023518.kraken.report_bracken_species	04024973.kraken.report_bracken_species	04031150.kraken.report_bracken_species	04037900.kraken.report_bracken_species	04038716.kraken.report_bracken_species	04046046.kraken.report_bracken_species	04063256.kraken.report_bracken_species	04068115.kraken.report_bracken_species	04069861.kraken.report_bracken_species	04075146.kraken.report_bracken_species	04077278.kraken.report_bracken_species	04079838.kraken.report_bracken_species	04082908.kraken.report_bracken_species	04085946.kraken.report_bracken_species	04086520.kraken.report_bracken_species	04099876.kraken.report_bracken_species	04118811.kraken.report_bracken_species	04122111.kraken.report_bracken_species	04132471.kraken.report_bracken_species	04148641.kraken.report_bracken_species	04159942.kraken.report_bracken_species	04167474.kraken.report_bracken_species	04168812.kraken.report_bracken_species	04178089.kraken.report_bracken_species	04182411.kraken.report_bracken_species	04205458.kraken.report_bracken_species	04214331.kraken.report_bracken_species	04219292.kraken.report_bracken_species	04220119.kraken.report_bracken_species	04220600.kraken.report_bracken_species	04221556.kraken.report_bracken_species	04221943.kraken.report_bracken_species	04222003.kraken.report_bracken_species	04225155.kraken.report_bracken_species	04225432.kraken.report_bracken_species	04226995.kraken.report_bracken_species	04236917.kraken.report_bracken_species	04241347.kraken.report_bracken_species	04251349.kraken.report_bracken_species	04253668.kraken.report_bracken_species	04253936.kraken.report_bracken_species	04258894.kraken.report_bracken_species	04260238.kraken.report_bracken_species	04272955.kraken.report_bracken_species	04276274.kraken.report_bracken_species	04277092.kraken.report_bracken_species	04287603.kraken.report_bracken_species	04288878.kraken.report_bracken_species	04289518.kraken.report_bracken_species	04297512.kraken.report_bracken_species	04300201.kraken.report_bracken_species	04308139.kraken.report_bracken_species	04308973.kraken.report_bracken_species	04309311.kraken.report_bracken_species	04317291.kraken.report_bracken_species	04324931.kraken.report_bracken_species	04334129.kraken.report_bracken_species	04343001.kraken.report_bracken_species	04348603.kraken.report_bracken_species	04349732.kraken.report_bracken_species	04358531.kraken.report_bracken_species	04365141.kraken.report_bracken_species	04369157.kraken.report_bracken_species	04375131.kraken.report_bracken_species	04376417.kraken.report_bracken_species	04377895.kraken.report_bracken_species	04395079.kraken.report_bracken_species	04395966.kraken.report_bracken_species	04404154.kraken.report_bracken_species	04411609.kraken.report_bracken_species	04412786.kraken.report_bracken_species	04420190.kraken.report_bracken_species	04421441.kraken.report_bracken_species	04432209.kraken.report_bracken_species	04435618.kraken.report_bracken_species	04442713.kraken.report_bracken_species	04447772.kraken.report_bracken_species	04473311.kraken.report_bracken_species	04490447.kraken.report_bracken_species	04490971.kraken.report_bracken_species	04496787.kraken.report_bracken_species	04519622.kraken.report_bracken_species	04524799.kraken.report_bracken_species	04535549.kraken.report_bracken_species	04540284.kraken.report_bracken_species	04544177.kraken.report_bracken_species	04545616.kraken.report_bracken_species	04547392.kraken.report_bracken_species	04554614.kraken.report_bracken_species	04558599.kraken.report_bracken_species	04561334.kraken.report_bracken_species	04591234.kraken.report_bracken_species	04596228.kraken.report_bracken_species	04598494.kraken.report_bracken_species	04605581.kraken.report_bracken_species	04612165.kraken.report_bracken_species	04613195.kraken.report_bracken_species	04627490.kraken.report_bracken_species	04628434.kraken.report_bracken_species	04628962.kraken.report_bracken_species	04646821.kraken.report_bracken_species	04676011.kraken.report_bracken_species	04713011.kraken.report_bracken_species	04729044.kraken.report_bracken_species	04746461.kraken.report_bracken_species	04755264.kraken.report_bracken_species	04766112.kraken.report_bracken_species	04769418.kraken.report_bracken_species	04772056.kraken.report_bracken_species	04774937.kraken.report_bracken_species	04775318.kraken.report_bracken_species	04776184.kraken.report_bracken_species	04785218.kraken.report_bracken_species	04785256.kraken.report_bracken_species	04797503.kraken.report_bracken_species
630515	0	1	0	3	1	1	1	2	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	3	1	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	3	3	0	0	0	0	3	0	0	0	0	0	0	2
1871034	0	2	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	2	1	2	2	0	4	1	1	1	1	0	0	1	3	0	0	2	4	1	0	0	2	0	0	1	9	0	1	2	0	8	0	1	0	2	1	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	3	2	2	0	0	0	1	0	1	0	0	0	5	2	1	0	0	1	2	1	0	0	2	1	0	0	0	1	2	2	3	0	1	0	0	0	1	0	1	0	1	0
675864	0	0	0	1	3	0	0	0	1	0	2	0	2	2	1	0	0	1	4	2	1	0	0	1	0	8	2	0	2	0	0	0	0	1	0	6	3	1	0	0	0	0	1	1	1	1	0	2	0	1	3	0	0	13	0	0	1	0	0	0	4	2	2	8	0	11	0	2	3	1	14	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	4	6	0	0	0	0	1	7	2	0	1	4	0	0	1	0	1	1	0	1	2	0	1	0	1	2	0	0	0	0
110319	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2045452	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	2	4	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	3	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
196162	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	2	0	3	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
450734	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	2	0	0	0	0	2	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	1
546874	0	0	0	1	0	1	4	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	2	2	0	0	2	5	6	2	4	0	1	1	3	0	0	2	0	0	1	0	0	0	2	0	1	0	1	1	1	0	0	0	0	4	0	0	3	0	1	2	0	0	4	0	0	1	2	0	0	0	1	0	0	0	1	1	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	1	1	2	0	0	2
546871	0	0	0	2	9	3	1	2	0	0	0	0	0	4	1	1	2	0	1	1	0	0	3	0	0	2	2	1	1	0	1	1	0	0	0	2	0	1	0	0	0	1	0	2	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	5	2	0	0	0	0	2	4	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	1	1	1	0	2	1	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	14
1736691	0	0	0	0	1	4	2	0	0	1	0	0	0	1	3	0	1	0	0	0	1	0	2	0	0	0	1	1	2	0	1	1	0	1	0	2	0	0	0	0	0	0	0	2	2	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	1	0	2	0	0	3	0	0	0	5	0	2	0	0	0	1	0	1	2	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	2	0	3	0	0	0	0	0	1	0	0	0
2107713	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
642780	0	0	0	2	0	0	2	0	0	0	3	0	0	0	1	0	1	0	1	0	2	0	0	2	4	1	1	1	1	1	0	0	0	2	1	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	6	0	0	2
75385	1	0	0	2	0	1	2	1	0	2	1	0	2	0	0	0	0	0	1	2	1	0	4	1	0	0	2	4	1	0	0	1	2	3	0	3	0	2	0	0	1	1	0	1	2	0	3	0	0	4	4	0	0	3	1	0	0	0	2	0	1	4	1	0	1	0	0	2	2	4	2	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	4	2	0	1	1	0	1	0	1	0	2	0	0	4	0	2	0	1	0	0	0	0	0
2045	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	6	1	1	0	0	7	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	3	0	0	0
182640	0	1	1	1	0	0	1	0	1	1	2	0	2	2	2	0	0	1	1	1	0	0	0	1	0	4	4	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	2	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	1	0	2	1	0	0	3	1	4	0	1	0	0	0	0	0	0	2	1	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
117157	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	4	0	2	0	0	0	0	1	0	1	2	1	0	0	0	2	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	3	0	1	3	0	0	2	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1	0	0	2	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	2
2039870	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0
2201999	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
285665	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	1	1	0	1	0	1	3	0	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	4	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
47872	1	0	0	5	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
356851	0	0	3	0	1	2	2	1	0	0	0	0	0	1	1	0	0	2	0	1	1	1	1	3	0	0	2	0	3	0	0	0	2	2	0	2	0	0	0	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	1	1	0	0	0	0	2	1	0	6	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	2	0	0	0	3	0	0	0	1	0	2	0	0	1	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	3
1877	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	4	0	0	1	0	1	0	6	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	1	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	6	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	1	0	0	0	0	1
299146	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
356852	1	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	2	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
1881	0	1	0	3	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	1	1	0	0	0	1	3	1	0	1	0	1	0	0	0	0	3	0	1	0	3	0	1	1	3	0	0	4	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1	0	2	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0
307121	1	0	0	1	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	2	1	1	0	0	1	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	18	0	0	0
299152	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
261654	1	0	0	4	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	1	1	0	0	0	1	1	0	0	0	0	2	0	0	0	3	1	0	1	2	0	0	0	6	2	0	0	0	0	0	2	0	1	0	1	0	0	4	1	0	4	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1	1	0	0	1	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	2	0	0	0
47858	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0
47857	0	1	0	2	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	1	1	0	1	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	2	1	0	2	3	0	0	0	0	0	2	0	1	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	1
291594	0	0	1	3	1	0	1	0	0	0	0	0	1	2	0	0	1	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	25	1	2	0	1	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	1	2	0	1	0	0	0	2	0	2	0	0	0	2	1	1	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
47865	1	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	4	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	4	0	2	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
649831	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	1	1	0	3	2	3	0	0	1	0	1	1	1	4	0	0	0	1	0	4	1	2	0	1	3	0	0	0	0	0	0	1	5	3	1	0	0	0	3	2	1	2	0	0	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	0	1	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	1	0	1
196914	0	0	0	4	1	1	0	0	0	1	0	0	0	0	0	1	0	1	5	0	0	0	0	6	0	1	4	1	11	0	2	0	1	3	1	0	0	3	0	0	0	1	3	0	1	0	4	0	1	1	1	0	0	0	3	0	0	0	0	0	2	4	1	0	1	1	2	3	4	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	3	3	0	0	4	0	0	1	0	1	0	1	0	3	1	0	3	0	3	0	1	0	0	0	0	0
1866	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	3	0	0	0	0	1	0	1	9	1	4	0	0	0	2	0	2	1	0	1	0	0	2	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	2	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
113562	1	1	0	2	2	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	6	0	1	0	0	3	0	1	1	0	1	1	0	1	1	5	1	1	0	0	0	2	0	2	1	1	1	0	1	1	0	0	0	2	2	2	0	0	0	0	1	3	0	1	0	0	0	4	0	1	0	0	0	1	1	0	2	0	2	0	0	0	2	0	1	2	0	0	1	2	0	0	1	1	0	1	3	2	0	3	0	0	0	1	0	0	0	4	0	1	0	0	0	0	1	14	0	0	0
2024580	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	3	0	2	0	2	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	1	2	1	0	0	5	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	2	0	0	1	2	0	0	0	7	0	5	0	0	0	1	3	0	0	0	1
2108470	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168697	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	2	0	1	0	3	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
168695	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	4	1	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1
1003110	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1896961	0	2	0	2	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	7	0	0	2
1911175	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
31958	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0
1814	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	5	5	2	0	1	0	1	0	0	2	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	5
1804986	0	3	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	2	1	2	0	2	0	0	1	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	4	1	4	3	1	4	2	0	3	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	1	1	0	2	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0
208439	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	1	2	0	3	0	0	1	0	1	0	3	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	0	1	2	0	2	0	0	0	1	0	2	0	0	3
129921	0	0	0	1	0	2	3	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	3	1	0	3	0	1	2	2	3	0	1	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	7	1	2	0	1	0	3	3	0	1	3	0	0	1	5	2	3	0	1	0	4	0	2	0	1	0	1	0	1	1	1	1	0	2	2	1	1	0	0	1	7	3	4	3	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	2	0	0	0	0	0
1641402	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	2	1	0	1	2	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	4	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	3
